Well Name,API,Route,Company,Status
A CROSS #2-36,35129217890000,E 309,Presidio,Active
A CROSS RANCH #1-33,35129218110000,E 306,Presidio,Active
A CROSS RANCH #2-33,35129225240000,E 306,Presidio,Active
A CROSS RANCH #3-16,35129228530000,E 306,Presidio,Active
A CROSS RANCH #3-33,35129231160000,E 306,Presidio,Active
A CROSS RANCH #4-16,35129230560000,E 306,Presidio,Active
A CROSS RANCH #5-16,35129231700000,E 306,Presidio,Active
A CROSS RANCH #6-16,35129231860000,E 306,Presidio,Active
A CROSS RANCH #7-16,35129232090000,E 306,Presidio,Active
A CROSS RANCH #8-16,35129232400000,E 306,Presidio,Active
A O BELCHER 01,35015203190000,E 316,Presidio,Active
ABRAHAM 180-1H,42211352690100,N 102,Presidio,SI
ABRAHAM 32 #4,42211345830000,C 207,Presidio,Active
ABRAHAM 32 #5,42211345980000,C 207,Presidio,Active
ABRAHAM 3206H,42211351400000,C 207,Presidio,SI
ADAMS 137 #1,42357322740000,N 104,Presidio,Active
ADAMS 137 #2,42357323550000,N 104,Presidio,Active
HOBART RANCH 1,42211301170000,C 200,EQV,Active
ADAMS 137 #3,42357327160000,N 104,Presidio,Active
NOAH 0813H,42211343660000,C 200,EQV,Active
NOAH 0814P,42211328500000,C 200,EQV,Active
NOAH 0817H,42211351900000,C 200,EQV,Active
NOAH SL 0819H,42211352370000,C 200,EQV,Active
ADAMS 137 #4H,42357330880000,N 104,Presidio,SI
ADAMS 137 #5H,42357332800000,N 104,Presidio,Active
ADAMS 137 #6H,42357332780000,N 104,Presidio,Active
ADAMS 137 #7H,42357332790000,N 104,Presidio,SI
ADAMS 138 #3H,42357331490000,N 104,Presidio,SI
ADAMS 138 #5H,42357333250000,N 104,Presidio,Active
ADAMS 197 #1H,42393325370000,N 104,Presidio,SI
ADAMS 197 #2H,42393325620000,N 104,Presidio,Active
"ADAMS, H.G. #1-138",42357323560000,N 104,Presidio,SI
"ADAMS, H.G. 138 #2H",42357329910000,N 104,Presidio,Active
"ADAMS, H.G. 138 #4H",42357333300000,N 104,Presidio,Active
ADDIE 17-2H,35045231800000,N 114,Presidio,Active
ADDIE 17-3H,35045234090000,N 114,Presidio,Active
ADELINE 1H-4,35045230960000,E 301,Presidio,Active
AGNES 2H-12,35129236230000,E 303,Presidio,Active
AGNES 3H-12,35129238090000,E 303,Presidio,Active
ALEXANDER #3-48,42211341470000,C 207,Presidio,SI
ALEXANDER #7H,42211351720000,C 202,Presidio,Active
"ALEXANDER /A/ #1-18, 2-18",42195313750000,N 101,Presidio,SI
ALEXANDER 1 #8H,42211352430000,C 202,Presidio,Active
ALEXANDER 33 #6,42211341480000,C 207,Presidio,Active
ALEXANDER 33 #7HA,42211350730000,C 202,Presidio,Active
ALEXANDER 33 #8H,42211351530000,C 207,Presidio,Active
ALEXANDER 33 #9H,42211351370000,C 207,Presidio,SI
ALEXANDER 4-1,42211345780000,C 202,Presidio,Active
ALEXANDER 48 #4,42211345880000,C 207,Presidio,SI
ALEXANDER 48 #7HC,42211349960000,C 207,Presidio,Active
ALEXANDER 48 #8HA,42211350930000,C 207,Presidio,Active
ALEXANDER 48 #9H,42211351650000,C 207,Presidio,Active
ALEXANDER 5-1,42211345790000,C 202,Presidio,SI
ALEXANDER 66 #1 HC,42211351110000,N 112,Presidio,Active
ALEXANDER 67 #1 HD,42211351390000,N 112,Presidio,Active
ALEXANDER 67 #2 HB,42211353030000,N 112,Presidio,Active
ALEXANDER 6HB,42211350260000,C 202,Presidio,Active
ALEXANDER UNIT 66 #1H,42211351830000,N 112,Presidio,Active
ALEXANDER UNIT 66 #2H,42211352260000,N 112,Presidio,Active
ALEXANDRA 47 #2,42483335780000,C 214,Presidio,SI
ALLEE #1-4,35129208210000,E 306,Presidio,Active
ALLEE #6-9,35129231810000,E 306,Presidio,Active
ALLEE 5-9,35129228240000,E 306,Presidio,Active
ALLEN #1-23HD,35129235490000,E 305,Presidio,Active
ALLEN #1-34 BH,35129234030000,E 303,Presidio,SI
ALLEN #2-15HA,35129237670000,E 305,Presidio,SI
ALLEN #2-2,35129229360000,E 306,Presidio,Active
ALLEN 26-17-25 1H,35129238930000,E 303,Presidio,SI
"ALLEN, JOE #1-11",35129218160000,E 306,Presidio,Active
ALLISON #1-35,35039203890000,E 315,Presidio,Active
ALLISON 1,35129228700000,C 215,Presidio,Active
AMBER 24-1H,42211355110000,C 200,Presidio,SI
AMY 290 #2,42295330370000,N 106,Presidio,SI
AMY 290 #3H,42295341120000,N 106,Presidio,Active
ANGEL 909-2,42295330840000,N 107,Presidio,SI
ANGEL 909-3H,42295332490000,N 107,Presidio,SI
ANGEL 909-3HM,42295337660000,N 107,Presidio,SI
ANNE 24-1H,42211355080000,C 200,Presidio,Active
ANSPAUGH #1-24H,35009218620000,E 313,Presidio,Active
ANT HILL #1-18HA,35045230240000,E 301,Presidio,Active
ANTELOPE #2-27,35149204900000,E 315,Presidio,Active
APACHE 20-11-21 1H,35009219020000,E 314,Presidio,Active
APACHE 21-11-21 1H,35009219010000,E 314,Presidio,Active
APACHE 21-11-21 2H,35009219200000,E 314,Presidio,Active
APOLLO #1-24,35129232720000,E 311,Presidio,Active
ARBUCKLE 76-1H,42211354700000,N 102,Presidio,Active
ARCHER 38-1H,42195319200000,N 101,Presidio,Active
ARLI JO 1H-19,35045236030000,E 300,Presidio,Active
ARMSTRONG 1-14,35129210890000,C 215,Presidio,Active
ARMSTRONG 3-14,35129226690000,C 215,Presidio,Active
ARMSTRONG 4-14,35129227500000,C 215,Presidio,Active
ARMSTRONG 5-14,35129227770000,C 215,Presidio,Active
ASH 325 #1H,42295340820000,N 106,Presidio,Active
ASHLEY DAWN 1H-20,35045236000000,E 300,Presidio,Active
ATHA 1-13H,35129238700000,C 215,Presidio,Active
AUSTIN 03-55H,42483333110000,C 208,Presidio,Active
AUSTIN 1-6,42483301060000,C 214,Presidio,SI
AUSTIN 55-1H,42483339540000,C 208,Presidio,Active
AUSTIN 55-2H,42483339680000,C 208,Presidio,Active
AVRIETT #2-27H,35129238390000,E 302,Presidio,Active
AVRIETT 34-16-24 3H,35129239880000,E 302,Presidio,Active
AVRIETT 34-16-24 4H,35129240030000,E 302,Presidio,Active
BABE 940-3H,42295331550000,N 110,Presidio,SI
JONES-AMOCO 3 #18H,42211353980000,C 202,EQV,Active
BACHMANN #1-28D,35129233190000,E 303,Presidio,Active
BACHMANN #2-28A,35129233620000,E 303,Presidio,Active
BACHMANN 28-17-25 #3,35129240410000,E 303,Presidio,SI
BAILEY 939-1HM,42295334690000,N 107,Presidio,Active
BAILEY 9392,42295329990000,N 107,Presidio,Active
BAILEY 9394,42295330000000,N 107,Presidio,SI
BAILEY 939-4HM,42295338730000,N 107,Presidio,Active
BANKS TRUST #1-20,35009215390000,C 214,Presidio,Active
BARBARA #1-16,35129214770000,E 305,Presidio,Active
BARBARA #2-16,35129224390000,E 305,Presidio,Active
BARBARA #3-16,35129229990000,E 305,Presidio,Active
BARBER #1-22H,35129237510000,E 302,Presidio,Active
BARBER #2-20HC,35129238340000,E 302,Presidio,Active
BARBER #2-27H,35129238400000,E 302,Presidio,Active
BARBER #2-9HB,35129234920000,E 302,Presidio,Active
BARBER FAMILY TRUST 1-15H,35129239070000,E 302,Presidio,Active
BARBER FAMILY TRUST 9-16-24 1H,35129240100000,E 302,Presidio,Active
BARBER FAMILY TRUST 9-16-24 3H,35129240090000,E 302,Presidio,SI
BARKER #1-12H,35129238140000,C 205,Presidio,Active
BARKER 03-53,42211326140000,C 203,Presidio,Active
BARKER 03-53A,42211333190000,C 203,Presidio,Active
BARKER 04-53,42211328120000,C 203,Presidio,Active
BARKER 04-53A,42211333180000,C 203,Presidio,Active
BARKER 05-53,42211328470000,C 203,Presidio,Active
BARKER 05-53A,42211337850000,C 203,Presidio,Active
BARKER 06-53,42211329210000,C 203,Presidio,Active
BARKER 06-53A,42211334700000,C 203,Presidio,Active
BARKER 07-53,42211329600000,C 203,Presidio,Active
BARKER 07-53A,42211334690000,C 203,Presidio,Active
BARKER 08-53,42211330450000,C 203,Presidio,SI
BARKER 08-53A,42211334670000,C 203,Presidio,SI
BARKER 09-53,42211329840000,C 203,Presidio,Active
BARKER 09-53A,42211337490000,C 203,Presidio,SI
BARKER 10-53,42211329820000,C 203,Presidio,Active
BARKER 10-53A,42211336750000,C 203,Presidio,Active
BARKER 11-53,42211330670000,C 203,Presidio,Active
BARKER 11-53A,42211338030000,C 203,Presidio,Active
BARKER 12-15-26 4H,35129241520000,C 205,Presidio,Active
BARKER 12-53,42211330460000,C 203,Presidio,Active
BARKER 12-53A,42211338040000,C 203,Presidio,Active
BARKER 13-53,42211333370000,C 203,Presidio,Active
BARKER 13-53A,42211334800000,C 203,Presidio,Active
BARKER 14-53,42211333960000,C 203,Presidio,Active
BARKER 15-53,42211333610000,C 203,Presidio,Active
BARKER 15-53A,42211336590000,C 203,Presidio,Active
BARKER 16-53,42211333570000,C 203,Presidio,Active
BARKER 16-53A,42211334660000,C 203,Presidio,Active
BARKER 17-53,42211333620000,C 203,Presidio,Active
BARKER 17-53A,42211340370000,C 203,Presidio,Active
BARKER 18-53,42211333600000,C 203,Presidio,Active
BARKER 18-53A,42211337840000,C 203,Presidio,Active
BARKER 35-16-26 1H,35129239640000,C 205,Presidio,Active
BARTON 01-15H,35129237210000,E 311,Presidio,Active
BARTON 1H-34,35045236040000,N 114,Presidio,SI
BARTON ESTATE 02-378,42295200050000,N 106,Presidio,Active
BARTON ESTATE 03-378 COMMINGLED,42295324750000,N 106,Presidio,Active
BARTON ESTATE 04-378,42295325570000,N 106,Presidio,SI
BARTON ESTATE 05-378,42295327910000,N 106,Presidio,SI
BARTON ESTATE 06-378,42295327890000,N 106,Presidio,Active
"BARTON, JAY D. ETAL -B- 533 #2",42295309390000,N 111,Presidio,Active
BASS #2-59,42483323510000,C 214,Presidio,SI
BASS #3-59,42483323920000,C 214,Presidio,Active
BASS-CALCOTE #2-59,42483324460000,C 214,Presidio,SI
"BAUMANN #1-394, 2-394",42357300170000,N 103,Presidio,SI
BAUMANN 394 #3H,42357330640000,N 103,Presidio,Active
BAUMANN 394 #4H,42357331880000,N 103,Presidio,Active
BEALS #1-26,35129210370000,E 304,Presidio,Active
BEALS #1-35,35129209170000,E 304,Presidio,Active
BEALS #2-26,35129211670000,E 304,Presidio,SI
BEALS #2-35,35129211870000,E 304,Presidio,Active
BEALS #3-35,35129214060000,E 304,Presidio,Active
BEALS #4-26H,35129238610000,E 304,Presidio,Active
BEALS #4-35,35129218040000,E 304,Presidio,Active
BEALS #5-35,35129219870000,E 304,Presidio,Active
BEALS #6-35,35129226200000,E 304,Presidio,Active
BEAUCHAMP 1H-60,42195319450000,N 101,Presidio,SI
BEAVIN #1-24H,35129237790000,E 303,Presidio,Active
BEAVIN #2-13H,35129237820000,E 311,Presidio,Active
BEAVIN 24-17-25 2H,35129238750000,E 303,Presidio,Active
BECHTHOLD #1-116,42295000380000,N 111,Presidio,Active
BECK #1-19,35039217700000,E 312,Presidio,Active
BECK 1-11H ST3,35129234190000,C 215,Presidio,Active
"BECKNER, RALPH #6-23",35129230790000,E 304,Presidio,Active
BEEGLE A,42357809530000,N 101,Presidio,SI
BEGERT #10HB,42211350300000,C 202,Presidio,Active
BEGERT #2-3 C2,42211346550000,C 202,Presidio,Active
BEGERT #9-3,42211343000000,C 202,Presidio,Active
BEGERT 02-07H,42211346840000,C 210,Presidio,Active
BEGERT 06-07,42211342760000,C 210,Presidio,Active
BEGERT 07-07,42211342770000,C 210,Presidio,SI
BEGERT 1,42211328590000,C 202,Presidio,Active
BEGERT 38 #2 C3,42211346540000,C 202,Presidio,Active
BEGERT 38 #3H,42211353230000,C 202,Presidio,Active
BEGERT 38 #8,42211341640000,C 202,Presidio,Active
BELCHER UNIT 04-23,35015226150000,E 316,Presidio,Active
BENSCH PARKER 1031-2HM,42295337700000,N 110,Presidio,Active
BERNICE 1-2,35047243260000,N 116,Presidio,SI
BERRYMAN #1-12HB,35045230650000,E 301,Presidio,Active
BERRYMAN TRUST 1-17H,35045234540000,E 301,Presidio,Active
BERRYMAN-SHREWDER TRUST 1H-7,35045235940000,E 301,Presidio,Active
BESSIE #1-1H,35129237850000,E 303,Presidio,Active
BESSIE 1-17-25 #2H,35129239610000,E 303,Presidio,Active
BETTIS #1-9H,35045233680000,N 113,Presidio,Active
BETTIS 9-18-26 2H,35045234310000,N 113,Presidio,SI
BETTIS 9-18-26 3H,35045234320000,N 113,Presidio,SI
"BETTIS, J. P. #1",35045001190000,N 113,Presidio,SI
BEULAH #1-2,35129209210000,E 304,Presidio,Active
BEULAH #2-2,35129217590000,E 304,Presidio,Active
BEULAH #3-2,35129222000000,E 304,Presidio,Active
BEUTLER & SON #1-26,35129233210000,E 312,Presidio,Active
BEUTLER & SON #1-35,35129233070000,E 312,Presidio,Active
BEUTLER & SON #1-36,35129233340000,E 312,Presidio,Active
BEUTLER & SON #2-26,35129233890000,E 312,Presidio,Active
BEUTLER & SON #2-35,35129233570000,E 312,Presidio,Active
BEUTLER & SON #3-26,35129234050000,E 312,Presidio,Active
BEUTLER & SON #3-36,35129234010000,E 312,Presidio,Active
BH FLOWERS 1,42211329490000,C 205,Presidio,Active
BIG DADDY #1-25HC,35129236480000,C 215,Presidio,Active
BIG FOUR #1-19,35129207540000,E 308,Presidio,Active
BIVINS 13-60 WEST-1H,42375318480000,N 100,Presidio,Active
BIVINS 15-34 1H,42375318670100,N 100,Presidio,SI
BIVINS 15-34 2H,42375318700200,N 100,Presidio,SI
BIVINS 19-18 EAST 1H,42375318470000,N 100,Presidio,Active
BIVINS 37-36 EAST 1H,42375318720000,N 100,Presidio,Active
BIVINS 37-51 EAST 1H,42375318250000,N 100,Presidio,SI
BIVINS 52-17 EAST 1H,42375318660000,N 100,Presidio,Active
BIVINS 52-17 EAST 2H,42375318830000,N 100,Presidio,Active
BIVINS 52-38 EAST 1H,42375318680000,N 100,Presidio,Active
BIVINS 53-39 EAST 1H,42375318600000,N 100,Presidio,Active
BIVINS 53-39 WEST 1H,42375318740000,N 100,Presidio,Active
BIVINS 53-60 EAST 1H,42375318620100,N 100,Presidio,Active
BIVINS 54-12 WEST 1H,42375318730000,N 100,Presidio,Active
BIVINS 55-41 EAST 1H,42375318540000,N 100,Presidio,Active
BIVINS EAST 101 #1H,42375318760000,N 100,Presidio,Active
BIVINS EAST 41 #1H,42375318020000,N 100,Presidio,Active
BIVINS EAST 41 #2H,42375318280000,N 100,Presidio,Active
BIVINS EAST 41 #3H,42375318290000,N 100,Presidio,Active
BIVINS EAST 41 #4H,42375318430000,N 100,Presidio,Active
BIVINS EAST 43 #1H,42375318790000,N 100,Presidio,Active
BIVINS EAST 93 #1,42375318190000,N 100,Presidio,SI
BIVINS EAST 93 #2H,42375318200000,N 100,Presidio,Active
BIVINS EAST 93 #3H,42375318230000,N 100,Presidio,SI
BIVINS EAST 93 #4H,42375318220000,N 100,Presidio,Active
BIVINS EAST 93 #5H,42375318260000,N 100,Presidio,SI
BIVINS EAST 94 #1H,42375318140000,N 100,Presidio,Active
BIVINS EAST 98 #2H,42375318640000,N 100,Presidio,Active
BIVINS EAST 99 #1H,42375318300000,N 100,Presidio,Active
BIVINS-LIT #115A WSW,42359303670000,N 100,Presidio,SI
BIVINS-LIT #1-3 SWD,42359303280000,N 100,Presidio,SI
BIVINS-LIT #2-2,42359304120000,N 100,Presidio,SI
BIVINS-LIT #4-3 WSW,42359303780000,N 100,Presidio,SI
BIVINS-LIT #6-28 WSW,42359303590000,N 100,Presidio,SI
BIVINS-LIT #6-4 WSW,42359303700000,N 100,Presidio,SI
BIVINS-LIT 110 #1,42359303850000,N 100,Presidio,SI
BIVINS-LIT 110 #1H,42359303990000,N 100,Presidio,Active
BIVINS-LIT 111 #1H,42359304020000,N 100,Presidio,Active
BIVINS-LIT 111 #2H,42359304060000,N 100,Presidio,Active
BIVINS-LIT 114#1,42359303650000,N 100,Presidio,SI
BIVINS-LIT 115 #1,42359303410000,N 100,Presidio,Active
BIVINS-LIT 115 #4,42359303580000,N 100,Presidio,Active
BIVINS-LIT 115 #5,42359303520000,N 100,Presidio,Active
BIVINS-LIT 115 #7,42359303740000,N 100,Presidio,Active
BIVINS-LIT 115 #8,42359303770000,N 100,Presidio,Active
BIVINS-LIT 115 #9,42359303810000,N 100,Presidio,SI
BIVINS-LIT 115K INJECTION WELL,42359303890000,N 100,Presidio,SI
BIVINS-LIT 115R,42359303730000,N 100,Presidio,Active
BIVINS-LIT 28 #2,42359303390000,N 100,Presidio,Active
BIVINS-LIT 2901,42359303400000,N 100,Presidio,SI
BIVINS-LIT 3 #2,42359303430000,N 100,Presidio,Active
BIVINS-LIT 3 #3,42359303750000,N 100,Presidio,Active
BIVINS-LIT 4 #3 ST,42359303460000,N 100,Presidio,Active
BIVINS-LIT 4 #5,42359303510000,N 100,Presidio,Active
BIVINS-LIT 4 #7,42359304140000,N 100,Presidio,SI
BIVINS-LIT 6201H,42359304150000,N 100,Presidio,Active
BIVINS-WEST 219 #2,42359303450000,N 100,Presidio,SI
BLACK #1-22HB,35129236350000,C 205,Presidio,Active
BLACK 50-3H,42483330750000,C 209,Presidio,Active
BLACK JACK 14-1H,42211355820000,C 200,Presidio,Active
BLACK JACK 14-2H,42211355750100,C 200,Presidio,Active
BLACK JACK 14-3H,42211355730000,C 200,Presidio,Active
BLACK STONE 59-1H,42375318860000,N 100,Presidio,Active
BLACK STONE 59-2H,42375318880000,N 100,Presidio,Active
BLACKIE 1083-3HM,42295335810000,N 110,Presidio,Active
BLACKKETTER #1-34,35129208640000,E 304,Presidio,Active
BLAKEMORE #1-27,35039213440000,E 315,Presidio,Active
BLAKEMORE #2-27,35039218270000,E 312,Presidio,Active
BLASDEL 01-04,42483323260000,C 208,Presidio,Active
BLASDEL 01-43,42483324230000,C 208,Presidio,SI
BLASDEL 01-44,42483323420000,C 208,Presidio,Active
BLASDEL 02-04H,42483328690000,C 208,Presidio,Active
BLASDEL 03-04H,42483328860000,C 208,Presidio,Active
BLASDEL 03-43H,42483331110000,C 209,Presidio,Active
BLASDEL 03-45H,42483330530000,C 208,Presidio,Active
BLASDEL 04-45H,42483331450000,C 208,Presidio,SI
BLASDEL 05-04H,42483330230000,C 208,Presidio,Active
BLASDEL 06-04,42483326150000,C 208,Presidio,Active
BLASDEL 07-04H,42483333270000,C 208,Presidio,Active
BLASDEL 2043H,42483338280000,C 209,Presidio,Active
BLASDEL 804H,42483338550000,C 208,Presidio,Active
BLASDEL 904H,42483338580000,C 208,Presidio,Active
BLOW OUT HEIRS #1-33,35129224640000,E 306,Presidio,Active
BLOW OUT HEIRS #2-33,35129230210000,E 306,Presidio,Active
BLOW OUT HEIRS #3-33,35129232000000,E 306,Presidio,Active
BLUE 799-1H,42295336950000,N 111,Presidio,Active
BLUE GOOSE 201-1H,42375318130000,N 100,Presidio,Active
BMB 2H-6,35045231880000,E 300,Presidio,Active
BMB 3H-6,35129240620000,E 303,Presidio,Active
BOGGS #1-3X,35129209390000,E 309,Presidio,Active
BOGGS #2-3,35129224770000,E 309,Presidio,Active
BOGGS 1-9,35129223490000,E 309,Presidio,Active
BOLES #3-19H,42483332940000,C 209,Presidio,SI
BOLES #5-19H,42483338080000,C 209,Presidio,SI
"BOMBAY #1-32 (MARM, PRUE)",35129233100000,E 308,Presidio,Active
BOMBAY #2-32HD,35129235000000,E 308,Presidio,Active
BOSWELL FAMILY 1H-12,35129238650000,E 308,Presidio,Active
BOULWARE 1-36,35129209750001,E 306,Presidio,Active
BOWERS #1-4,42211319830000,C 202,Presidio,SI
BOWERS 01-254,42211306020000,C 202,Presidio,SI
BOWERS 104 HC,42211349600000,C 202,Presidio,Active
BOWMAN #1-34HD,35129235630000,E 308,Presidio,Active
"BOWMAN, O.W. #1-17",35045209380000,N 114,Presidio,Active
"BOWMAN, O.W. #2-17",35045220450000,N 114,Presidio,Active
"BOWMAN, O.W. #3-17",35045224630000,N 114,Presidio,SI
BOYS RANCH #116-18 INJC. WELL,42359303900000,N 100,Presidio,SI
BOYS RANCH 116 # 1,42359303470000,N 100,Presidio,Active
BOYS RANCH 116 # 3,42359303620000,N 100,Presidio,SI
BOYS RANCH 116 # 4,42359303540000,N 100,Presidio,Active
BOYS RANCH 116 # 5,42359303630000,N 100,Presidio,Active
BOYS RANCH 116 # 8,42359303560000,N 100,Presidio,Active
BOYS RANCH 116 # 9,42359303660000,N 100,Presidio,Active
BOYS RANCH 116 #10,42359303710000,N 100,Presidio,Active
BOYS RANCH 116 #16,42359303830000,N 100,Presidio,SI
BOYS RANCH 116 #17,42359303870000,N 100,Presidio,SI
BRADSHAW #2-11HD,35129237490000,E 311,Presidio,Active
BRAINARD 01-110,42211309210000,N 105,Presidio,SI
BRAINARD 114-01H,42295338210000,N 102,Presidio,Active
BRAINARD 116-03H,42295332970100,N 102,Presidio,Active
BRAINARD 149-01H,42295332200000,N 102,Presidio,Active
BRAINARD 62-01H,42295338150000,N 102,Presidio,Active
BRAINARD 63-01H,42295332920000,N 102,Presidio,Active
BRAINARD 63-02H,42295338200000,N 102,Presidio,Active
BRAUCHI #1-22,35009205060000,C 215,Presidio,Active
BRAZEAL TRUST 1H-26,35129240610000,C 205,Presidio,Active
BREARLY 2H-11,35045235980000,N 111,Presidio,Active
BRILLHART 33-1HKC,42195319080000,N 101,Presidio,SI
BRILLHART 919 #1,42357328530000,N 101,Presidio,SI
"BRILLHART, H.C. 925 #2H",42357330970000,N 101,Presidio,SI
"BRILLHART, S L #6-823",42357322850000,N 107,Presidio,Active
"BRILLHART, S. L. #2-823",42357003830000,N 107,Presidio,SI
"BRILLHART, S. L. #3-823",42357312440000,N 107,Presidio,SI
"BRILLHART, S. L. #4-823",42357315760000,N 107,Presidio,SI
"BRILLHART, S. L. #5-823",42357321380000,N 107,Presidio,SI
BRITT 01-01,42483312840001,C 211,Presidio,SI
BRITT 02-01,42483322400000,C 211,Presidio,Active
BRITT 04-01,42483323750000,C 211,Presidio,Active
BRITT 04-05,42483325690000,C 211,Presidio,Active
BRITT 05-01,42483324000000,C 211,Presidio,SI
BRITT 05-05,42483326510000,C 211,Presidio,Active
BRITT 05-07,42483325680000,C 211,Presidio,SI
BRITT 06-01,42483324310000,C 211,Presidio,Active
BRITT 06-05,42483327330000,C 211,Presidio,Active
BRITT 06-07,42483327320000,C 210,Presidio,Active
BRITT 07-01,42483324290000,C 211,Presidio,Active
BRITT 08-01,42483324890000,C 211,Presidio,Active
BRITT 08-04H,42483328730000,C 211,Presidio,Active
BRITT 08-05H,42483328580000,C 211,Presidio,Active
BRITT 08-06H,42483328740000,C 211,Presidio,Active
BRITT 08-07,42483325640000,C 210,Presidio,SI
BRITT 09-01,42483324930000,C 211,Presidio,Active
BRITT 09-07,42483327310000,C 211,Presidio,Active
BRITT 10-01,42483324900000,C 211,Presidio,SI
BRITT 10-05,42483328200000,C 211,Presidio,Active
BRITT 10-1,42483310640001,C 213,Presidio,Active
BRITT 10-1H,42483339210000,C 211,Presidio,Active
BRITT 10-2,42483313480000,C 213,Presidio,Active
BRITT 10-2H,42483339320000,C 213,Presidio,Active
BRITT 11-01,42483326520000,C 211,Presidio,Active
BRITT 12-01,42483326530000,C 211,Presidio,Active
BRITT 15-01,42483327980000,C 211,Presidio,Active
BRITT 3-1,42483309580000,C 213,Presidio,Active
BRITT 3-1H,42483339170000,C 213,Presidio,Active
BRITT 3-2,42483313380000,C 212,Presidio,Active
BRITT 3-3H,42483339220000,C 213,Presidio,Active
BRITT 6-10,42483323040000,C 211,Presidio,Active
BRITT 6-13,42483326340000,C 211,Presidio,Active
BRITT 6-14,42483326470000,C 211,Presidio,Active
BRITT 6-15,42483326460000,C 211,Presidio,Active
BRITT 6-16,42483327130000,C 211,Presidio,Active
BRITT 6-17,42483327630000,C 211,Presidio,Active
BRITT 6-18,42483327760000,C 211,Presidio,Active
BRITT 6-6,42483318400000,C 211,Presidio,SI
BRITT 6-7,42483319760000,C 211,Presidio,Active
BRITT 6-8,42483321160000,C 211,Presidio,Active
BRITT 7-11H,42483328900000,C 211,Presidio,Active
BRITT 7-12H,42483328890000,C 211,Presidio,Active
BRITT 7-2,42483309090000,C 211,Presidio,SI
BRITT 7-3,42483314480000,C 211,Presidio,Active
BRITT 7-4,42483317930000,C 211,Presidio,Active
BRITT 7-7,42483321340000,C 211,Presidio,Active
BRITT 7-9H,42483328660000,C 211,Presidio,Active
BRITT 9-3,42483313590000,C 213,Presidio,Active
BRITT 9-4H,42483333610000,C 213,Presidio,Active
BRITT 9-5H,42483333640000,C 213,Presidio,Active
BRITT RANCH E 8-1,42483312870000,C 212,Presidio,Active
BRITT RANCH E 8-10,42483325530000,C 211,Presidio,SI
BRITT RANCH E 8-13H,42483331880000,C 212,Presidio,Active
BRITT RANCH E 8-16H,42483331930000,C 212,Presidio,Active
BRITT RANCH E 8-3,42483318340000,C 211,Presidio,SI
BRITT RANCH E 8-4,42483318830000,C 211,Presidio,Active
BRITT RANCH E 8-5,42483319110000,C 211,Presidio,Active
BRITT RANCH E 8SL-11,42483329410000,C 211,Presidio,Active
BRITT RANCH E 8SL-12,42483329420000,C 211,Presidio,Active
BRITT RANCH I 4-11,42483322870000,C 212,Presidio,Active
BRITT RANCH I 4-13H,42483327900000,C 212,Presidio,SI
BRITT RANCH I 4-3,42483316100000,C 212,Presidio,SI
BRITT RANCH I 4-4,42483316890000,C 212,Presidio,SI
BRITT RANCH I 4-5,42483316880000,C 212,Presidio,SI
BRITT RANCH I 4-7,42483319590000,C 212,Presidio,SI
BRITT RANCH I 4-9,42483322850000,C 212,Presidio,SI
BRITT RANCH I 4SL-14,42483331820000,C 212,Presidio,Active
BRITT RANCH I 4SL-15,42483331830000,C 212,Presidio,Active
BRITT RANCH I 4SL-16,42483331840000,C 212,Presidio,SI
BRITT RANCH I 4SL-17,42483331850000,C 212,Presidio,Active
BRITT RANCH UNIT 3503,42483315220000,C 212,Presidio,SI
BRITT RANCH UNIT 3505,42483316350000,C 212,Presidio,SI
BRITT RANCH UNIT 3507,42483317400000,C 212,Presidio,SI
BRITT RANCH UNIT 3509,42483318080000,C 212,Presidio,SI
BRITT RANCH UNIT 3510,42483321080000,C 212,Presidio,SI
BRITT RANCH UNIT 3512,42483322490000,C 212,Presidio,Active
BRITT RANCH UNIT 3513,42483324550000,C 212,Presidio,SI
BRITT RANCH UNIT 3514,42483324620000,C 212,Presidio,Active
BRITT RANCH UNIT 3515,42483324630000,C 212,Presidio,Active
BRITT RANCH UNIT 3516,42483324640000,C 212,Presidio,Active
BRITT RANCH UNIT 3517,42483325220000,C 212,Presidio,Active
BRITT RANCH UNIT 3518SL,42483329790000,C 210,Presidio,Active
BRITT RANCH UNIT 3519SL,42483330560000,C 210,Presidio,Active
BRITT RANCH UNIT 35-1H,42483339350000,C 212,Presidio,Active
BRITT RANCH UNIT 3606,42483317380000,C 212,Presidio,Active
BRITT RANCH UNIT 3608,42483319160000,C 212,Presidio,SI
BRITT RANCH UNIT 3609,42483321060000,C 212,Presidio,SI
BRITT RANCH UNIT 3610,42483322500000,C 212,Presidio,SI
BRITT RANCH UNIT 3611,42483322880000,C 212,Presidio,SI
BRITT RANCH UNIT 3612,42483324500000,C 212,Presidio,Active
BRITT RANCH UNIT 3613H,42483332080000,C 212,Presidio,Active
BRITT RANCH UNIT 3614H,42483334410000,C 212,Presidio,Active
BRITT RANCH UNIT 3615H,42483339240000,C 212,Presidio,Active
BRITT RANCH UNIT 3702,42483313770001,C 212,Presidio,Active
BRITT RANCH UNIT 3703,42483321930000,C 212,Presidio,Active
BRITT RANCH UNIT 3704,42483322390000,C 212,Presidio,Active
